Prague, Czech Republic,50.08333333,14.43333333,+1 UTC
Copenhagen, Denmark,55.66666667,12.56666667,+1 UTC
Bordeaux, France,44.83333333,-0.516666667,+1 UTC
Lyons, France,45.75,4.833333333,+1 UTC
Marseilles, France,43.33333333,5.333333333,+1 UTC
Paris, France,48.8,2.333333333,+1 UTC
Berlin, Germany,52.5,13.41666667,+1 UTC
Bremen, Germany,53.08333333,8.816666667,+1 UTC
Frankfurt, Germany,50.11666667,8.683333333,+1 UTC
Hamburg, Germany,53.55,10.03333333,+1 UTC
Munich, Germany,48.13333333,11.58333333,+1 UTC
Budapest, Hungary,47.5,19.08333333,+1 UTC
Milan, Italy,45.45,9.166666667,+1 UTC
Naples, Italy,40.83333333,14.25,+1 UTC
Rome, Italy,41.9,12.45,+1 UTC
Venice, Italy,45.43333333,12.33333333,+1 UTC
Amsterdam, Netherlands,52.36666667,4.883333333,+1 UTC
Hammerfest, Norway,70.63333333,23.63333333,+1 UTC
Oslo, Norway,59.95,10.7,+1 UTC
Warsaw, Poland,52.23333333,21,+1 UTC
Barcelona, Spain,41.38333333,2.15,+1 UTC
Madrid, Spain,40.43333333,-3.7,+1 UTC
Stockholm, Sweden,59.28333333,18.05,+1 UTC
Zurich, Switzerland,47.35,8.516666667,+1 UTC
Belgrade, Yugoslavia,44.86666667,20.53333333,+1 UTC
Sofia, Bulgaria,42.66666667,23.33333333,+2 UTC
Cairo, Egypt,30.03333333,31.35,+2 UTC
Helsinki, Finland,60.16666667,25,+2 UTC
Athens, Greece,37.96666667,23.71666667,+2 UTC
Tripoli, Libya,32.95,13.2,+2 UTC
Bucharest, Romania,44.41666667,26.11666667,+2 UTC
Cape Town, South Africa,-33.91666667,18.36666667,+2 UTC
Durban, South Africa,-29.88333333,30.88333333,+2 UTC
Johannesburg, South Africa,-26.2,28.06666667,+2 UTC
Ankara, Turkey,39.91666667,32.91666667,+2 UTC
Odessa, Ukraine,46.45,30.8,+2 UTC
Djibouti, Djibouti,11.5,43.05,+3 UTC
Nairobi, Kenya,-1.416666667,36.91666667,+3 UTC
Tananarive, Madagascar,-18.83333333,47.55,+3 UTC
Moscow, Russia,55.75,37.6,+3 UTC
St. Petersburg, Russia,59.93333333,30.3,+3 UTC
Mecca, Saudi Arabia,21.48333333,39.75,+3 UTC
Teheran, Iran,35.75,51.75,+3.5 UTC
Bombay, India,19,72.8,+5.5 UTC
Calcutta, India,22.56666667,88.4,+5.5 UTC
New Delhi, India,28.58333333,77.2,+5.5 UTC
Rangoon, Myanmar,16.83333333,96,+6.5 UTC
Jakarta, Indonesia,-6.266666667,106.8,+7 UTC
Bangkok, Thailand,13.75,100.5,+7 UTC
Perth, Australia,-31.95,115.8666667,+8 UTC
Beijing, China,39.91666667,116.4166667,+8 UTC
Canton, China,23.11666667,113.25,+8 UTC
Chongqing, China,29.76666667,106.5666667,+8 UTC
Hong Kong, China,22.33333333,114.1833333,+8 UTC
Nanjing (Nanking), China,32.05,118.8833333,+8 UTC
Shanghai, China,31.16666667,121.4666667,+8 UTC
Kuala Lumpur, Malaysia,3.133333333,101.7,+8 UTC
Manila, Philippines,14.58333333,120.95,+8 UTC
Singapore, Singapore,1.233333333,103.9166667,+8 UTC
Nagasaki, Japan,32.8,129.95,+9 UTC
Nagoya, Japan,35.11666667,136.9333333,+9 UTC
Osaka, Japan,34.53333333,135.5,+9 UTC
Tokyo, Japan,35.66666667,139.75,+9 UTC
Adelaide, Australia,-34.91666667,138.6,+9.5 UTC
Darwin, Australia,-12.46666667,130.85,+9.5 UTC
Brisbane, Australia,-27.48333333,153.1333333,+10 UTC
Melbourne, Australia,-37.78333333,144.9666667,+10 UTC
Sydney, Australia,-34,151,+10 UTC
Port Moresby, Papua New Guinea,-9.416666667,147.1333333,+10 UTC
Vladivostok, Russia,43.16666667,132,+10 UTC
Hobart, Tasmania,-42.86666667,147.3166667,+10 UTC
Auckland, New Zealand,-36.86666667,174.75,+12 UTC
Wellington, New Zealand,-41.28333333,174.7833333,+12 UTC
